title,nbre_entrees,id,distributeur,country,genre,date,budget,public,durée,Name1,Name2,year,month,week,season
Harry dans tous ses états,417673,3387,Bac Films,Etats-Unis,Comédie,1998-01-21,20000000,Tous publics,95,13,4,1998,1,4,1
Souviens toi… l'été dernier,274214,3388,Columbia,Etats-Unis,Horreur,1998-01-28,17000000,Moins de 12 ans,100,4,3,1998,1,5,1
Pour le pire et pour le meilleur,281023,3389,Columbia,Etats-Unis,Comédie,1998-02-18,50000000,Tous publics,138,2,5,1998,2,8,1
In & Out,387470,3391,UIP,Etats-Unis,Comédie,1998-02-25,36000000,Tous publics,90,4,4,1998,2,9,1
The Game,552994,3392,Polygram,Etats-Unis,Aventure - Action,1997-05-11,50000000,Tous publics,128,8,11,1997,5,19,2
Complots,456461,3393,Warner Bros.,Etats-Unis,Aventure - Action,1997-08-20,75000000,Tous publics,135,5,11,1997,8,34,3
Le Chacal,420487,3394,UFD,Etats-Unis,Aventure - Action,1998-01-28,60000000,Tous publics,124,3,5,1998,1,5,1
Speed 2,503700,3395,UFD,Etats-Unis,Aventure - Action,1997-07-23,110000000,Tous publics,130,5,13,1997,7,30,3
Will Hunting,202985,3397,Bac Films,Etats-Unis,Drame,1998-04-03,10000000,Tous publics,126,5,11,1998,4,14,2
Volcano,450126,3398,UFD,Etats-Unis,Catastrophe,1997-08-27,90000000,Tous publics,103,1,8,1997,8,35,3
Les Ailes de l'enfer,445465,3399,GBVI,Etats-Unis,Aventure - Action,1997-08-20,75000000,Moins de 12 ans,110,6,17,1997,8,34,3
Les Pleins pouvoirs,298196,3400,UFD,Etats-Unis,Aventure - Action,1997-05-21,50000000,Tous publics,121,21,7,1997,5,21,2
Starship Troopers,459531,3401,GBVI,Etats-Unis,Science Fiction,1998-01-21,95000000,Moins de 12 ans,135,4,2,1998,1,4,1
Contact,369566,3403,Warner Bros.,Etats-Unis,Science Fiction,1997-09-17,90000000,Tous publics,153,10,8,1997,9,38,3
Air Force One,394197,3404,GBVI,Etats-Unis,Aventure - Action,1997-01-10,85000000,Tous publics,125,4,15,1997,1,2,1
Le Saint,278546,3405,UIP,Etats-Unis,Aventure - Action,1997-06-18,70000000,Tous publics,116,6,5,1997,6,25,2
Le Collectionneur,208585,3408,UIP,Etats-Unis,Thriller,1997-03-12,27000000,Moins de 12 ans,116,7,7,1997,3,11,1
La Souris,306041,3409,UIP,Etats-Unis,Film familial,1998-08-04,38000000,Tous publics,99,9,4,1998,8,32,3
Dobermann,233192,3411,Polygram,France,Thriller,1997-06-18,5000000,Moins de 16 ans,103,4,10,1997,6,25,2
Donnie Brasco,269267,3413,Bac Films,Etats-Unis,Thriller,1997-03-19,35000000,Tous publics,125,5,19,1997,3,12,1
Le Pacificateur,336220,3414,UIP,Etats-Unis,Aventure - Action,1997-11-19,50000000,Tous publics,124,2,14,1997,11,47,4
"Anaconda, le Prédateur",443422,3416,Columbia,Etats-Unis,Aventure - Action,1997-06-25,52500000,Tous publics,90,7,2,1997,6,26,2
A armes égales,271041,3417,GBVI,Etats-Unis,Aventure - Action,1998-04-03,50000000,Tous publics,125,18,3,1998,4,14,2
Amistad,246403,3418,UIP,Etats-Unis,Drame,1998-02-25,40000000,Tous publics,152,22,14,1998,2,9,1
L.A. Confidential,182141,3424,Warner Bros.,Etats-Unis,Drame,1997-08-10,35000000,Tous publics,138,3,3,1997,8,32,3
Cop Land,260461,3425,GBVI,Etats-Unis,Thriller,1997-10-29,15000000,Tous publics,95,10,12,1997,10,44,4
She's So Lovely,135323,3427,Bac Films,Etats-Unis,Drame,1997-08-20,18000000,Tous publics,96,5,3,1997,8,34,3
Des hommes d'influence,221946,3429,Metropolitan,Etats-Unis,Comédie,1998-04-29,15000000,Tous publics,95,5,24,1998,4,18,2
Bienvenue à Gattaca,97569,3433,Columbia,Etats-Unis,Science Fiction,1998-04-29,36000000,Tous publics,106,3,4,1998,4,18,2
Minuit dans le jardin du bien et du mal,158693,3434,Warner Bros.,Etats-Unis,Thriller,1998-11-03,30000000,Tous publics,155,21,8,1998,11,45,4
Rien ne va plus,172230,3437,MK2 Diffusion,France,Thriller,1997-10-15,9100000,Tous publics,105,2,5,1997,10,42,4
Nettoyage à sec,116211,3439,AMLF,France,Comédie,1997-09-24,4100000,Tous publics,97,6,7,1997,9,39,3
Double Team,185190,3444,Columbia,Etats-Unis,Aventure - Action,1997-07-16,35000000,Tous publics,95,2,5,1997,7,29,3
Mad City,176575,3445,Warner Bros.,Etats-Unis,Drame,1998-04-02,50000000,Tous publics,113,2,13,1998,4,14,2
Breakdown - Point de rupture,162520,3448,UFD,Etats-Unis,Aventure - Action,1997-08-10,36000000,Moins de 12 ans,95,3,2,1997,8,32,3
Mimic,152877,3450,Bac Films,Etats-Unis,Horreur,1997-09-24,25000000,Moins de 12 ans,102,7,2,1997,9,39,3
Une vie moins ordinaire,100271,3452,Polygram,Etats-Unis,Romance,1997-10-12,12000000,Tous publics,103,9,13,1997,10,41,4
Austin Powers,99667,3461,Bac Films,Etats-Unis,Comédie,1997-03-12,17000000,Tous publics,95,9,6,1997,3,11,1
"U-Turn, ici commence l'enfer",120209,3464,Columbia,Etats-Unis,Thriller,1998-01-14,19000000,Moins de 12 ans,124,10,5,1998,1,3,1
Turbulences à 30 000 pieds,99620,3472,Columbia,Etats-Unis,Thriller,1997-04-30,55000000,Moins de 12 ans,100,4,3,1997,4,18,2
"Event Horizon, le vaisseau de l'au-delà",67488,3475,UIP,Etats-Unis,Science Fiction,1998-06-05,70000000,Moins de 12 ans,96,8,8,1998,6,23,2
Boogie Nights,73788,3483,Metropolitan,Etats-Unis,Drame,1998-03-18,15000000,Moins de 16 ans,153,5,22,1998,3,12,1
Argent comptant,86622,3487,Metropolitan,Etats-Unis,Aventure - Action,1998-07-15,25000000,PG,95,12,2,1998,7,29,3
L'Idéaliste,65574,3511,UIP,Etats-Unis,Drame,1998-04-22,40000000,Tous publics,135,3,24,1998,4,17,2
La Piste du tueur,40470,3518,UIP,Etats-Unis,Thriller,1998-01-07,38000000,Tous publics,120,4,7,1998,1,2,1
Ice Storm,22651,3525,MK2 Diffusion,Etats-Unis,Drame,1998-11-03,18000000,Tous publics,112,9,4,1998,11,45,4
Welcome To Sarajevo,5615,3558,Diaphana,Etats-Unis,Drame,1998-01-14,9000000,Tous publics,103,3,12,1998,1,3,1
Le Prédicateur,7373,3565,UIP,Etats-Unis,Drame,1998-03-06,5000000,Tous publics,134,1,3,1998,3,10,1
Le Bossu de Notre Dame,1085065,3660,GBVI,Etats-Unis,Animation,1996-11-27,75000000,Tous publics,90,3,4,1996,11,48,4
Independence Day,1941238,3661,UFD,Etats-Unis,Science Fiction,1996-02-10,75000000,Tous publics,140,9,16,1996,2,6,1
Mission: Impossible,1713919,3663,UIP,Etats-Unis,Aventure - Action,1996-10-23,75000000,Tous publics,110,7,24,1996,10,43,4
Les 101 Dalmatiens (1996),830026,3664,GBVI,Etats-Unis,Film familial,1997-03-26,68000000,Tous publics,102,5,4,1997,3,13,1
Le Huitième jour,332776,3665,Polygram,France,Comédie,1996-05-15,9390000,Tous publics,118,8,1,1996,5,20,2
Twister,1078707,3667,UIP,Etats-Unis,Catastrophe,1996-08-21,92000000,Tous publics,113,5,5,1996,8,34,3
Scream,335687,3671,Cipa,Etats-Unis,Horreur,1997-07-16,15000000,Moins de 16 ans,110,7,6,1997,7,29,3
Le Professeur Foldingue,561291,3672,UIP,Etats-Unis,Film familial,1996-04-09,54000000,Tous publics,95,6,7,1996,4,15,2
Mars Attacks!,719593,3674,Warner Bros.,Etats-Unis,Science Fiction,1997-02-26,70000000,Tous publics,106,17,5,1997,2,9,1
Le Patient anglais,194029,3675,GBVI,Grande-Bretagne,Drame,1997-12-03,27000000,Tous publics,160,3,9,1997,12,49,4
Space Jam,435703,3677,Warner Bros.,Etats-Unis,Film familial,1997-05-02,80000000,Tous publics,89,1,4,1997,5,18,2
Sleepers,464884,3680,Polygram,Etats-Unis,Drame,1996-10-30,44000000,Moins de 12 ans,140,5,24,1996,10,44,4
Tout le monde dit I Love You,462471,3682,Bac Films,Etats-Unis,Comédie,1997-12-02,20000000,Tous publics,101,13,8,1997,12,49,4
Daylight,389115,3685,UIP,Etats-Unis,Catastrophe,1996-12-18,80000000,Tous publics,114,7,12,1996,12,51,4
Roméo et Juliette,186223,3687,UFD,Etats-Unis,Romance,1997-04-16,14500000,Tous publics,120,5,19,1997,4,16,2
Trainspotting,188577,3689,Polygram,Grande-Bretagne,Comédie,1996-06-19,3500000,Moins de 16 ans,93,9,16,1996,6,25,2
Jerry Maguire,388654,3690,Columbia,Etats-Unis,Romance,1997-05-03,50000000,Tous publics,138,4,24,1997,5,18,2
Striptease,359897,3693,UFD,Etats-Unis,Comédie dramatique,1996-07-08,50000000,Tous publics,117,3,2,1996,7,28,3
"Au revoir, à jamais",219442,3695,Metropolitan,Etats-Unis,Aventure - Action,1996-11-12,65000000,Moins de 12 ans,120,5,4,1996,11,46,4
La Belle verte,211204,3699,AMLF,France,Comédie,1996-09-18,12200000,Tous publics,99,1,5,1996,9,38,3
La Jurée,132429,3702,Columbia,Etats-Unis,Drame,1996-06-19,44000000,Tous publics,120,3,8,1996,6,25,2
Une nuit en enfer,368172,3704,GBVI,Etats-Unis,Fantasy,1996-06-26,20000000,Moins de 16 ans,107,12,19,1996,6,26,2
Ultime décision,209801,3706,Warner Bros.,Etats-Unis,Aventure - Action,1996-01-05,61500000,Tous publics,136,3,1,1996,1,1,1
Breaking the Waves,113464,3707,Films du Losange,Danemark,Drame,1996-09-10,5500000,Moins de 12 ans,158,4,4,1996,9,37,3
Fargo,125303,3709,Polygram,Etats-Unis,Thriller,1996-04-09,7000000,Moins de 12 ans,97,10,8,1996,4,15,2
Crash,189566,3711,Bac Films,Canada,Drame,1996-07-17,10000000,Moins de 16 ans,100,6,4,1996,7,29,3
Un héros très discret,138899,3712,AFMD,France,Comédie,1996-05-15,4400000,Tous publics,107,5,4,1996,5,20,2
Capitaine Conan,119833,3713,Bac Films,France,Guerre,1996-10-16,9900000,Tous publics,130,3,1,1996,10,42,4
Phénomène,204113,3714,GBVI,Etats-Unis,Comédie,1996-09-18,32000000,Tous publics,123,9,13,1996,9,38,3
Cœur de dragon,256538,3715,UIP,Etats-Unis,Fantasy,1996-10-30,57000000,Tous publics,103,7,7,1996,10,44,4
Le Club des ex,177209,3717,UIP,Etats-Unis,Comédie,1997-08-01,26000000,Tous publics,102,5,4,1997,8,31,3
Simples secrets,161699,3720,Bac Films,Etats-Unis,Drame,1998-10-06,23000000,Tous publics,99,2,2,1998,10,41,4
La Course au jouet,97477,3722,UFD,Etats-Unis,Film familial,1996-11-12,60000000,Tous publics,90,4,11,1996,11,46,4
James et la pêche géante,50830,3725,Bac Films,Etats-Unis,Animation,1997-06-18,38000000,PG,80,2,3,1997,6,25,2
Broken Arrow,227632,3726,Inconnu,Etats-Unis,Aventure - Action,1996-06-03,62500000,Tous publics,108,6,13,1996,6,23,2
Peur primale,140697,3730,UIP,Etats-Unis,Thriller,1996-05-06,30000000,PG,131,4,7,1996,5,19,2
Poursuite,200223,3731,UFD,Etats-Unis,Thriller,1996-11-27,55000000,Tous publics,107,8,14,1996,11,48,4
L'Ombre et la proie,191154,3736,UIP,Etats-Unis,Aventure - Action,1997-12-02,55000000,Tous publics,110,1,5,1997,12,49,4
"Mes doubles, ma femme et moi",129718,3737,Columbia,Etats-Unis,Comédie,1996-11-09,45000000,Tous publics,110,6,5,1996,11,45,4
Leçons de séduction,136882,3738,Columbia,Etats-Unis,Romance,1997-01-15,42000000,Tous publics,126,9,12,1997,1,3,1
Dernier recours,171956,3746,Metropolitan,Etats-Unis,Aventure - Action,1997-12-03,67000000,Moins de 12 ans,101,5,17,1997,12,49,4
Los Angeles 2013,158831,3749,UIP,Etats-Unis,Aventure - Action,1996-11-13,50000000,Moins de 12 ans,101,3,10,1996,11,46,4
Le Droit de tuer?,116014,3756,Warner Bros.,Etats-Unis,Thriller,1996-11-13,40000000,Tous publics,149,10,13,1996,11,46,4
L'Ile du docteur Moreau,130468,3759,Metropolitan,Etats-Unis,Aventure - Action,1997-08-01,40000000,Moins de 12 ans,95,3,1,1997,8,31,3
Tin Cup,113972,3761,Warner Bros.,Etats-Unis,Romance,1996-11-09,45000000,Tous publics,135,6,2,1996,11,45,4
Fantômes contre fantômes,99119,3762,UIP,Etats-Unis,Horreur,1997-01-29,30000000,Moins de 12 ans,100,9,1,1997,1,5,1
Michaël,103348,3764,UFD,Etats-Unis,Comédie,1997-04-06,30000000,Tous publics,105,6,13,1997,4,14,2
Le Fan,96995,3768,AMLF,Etats-Unis,Adaptation Livre,1997-09-07,55000000,PG,110,10,24,1997,9,36,3
Disjoncté,120866,3769,Columbia,Etats-Unis,Comédie,1996-11-13,47000000,Tous publics,95,4,2,1996,11,46,4
Beauté volée,87547,3779,UFD,Italie,Drame,1996-05-15,8400000,Tous publics,115,2,2,1996,5,20,2
Bogus,85495,3782,Warner Bros.,Etats-Unis,Film familial,1996-10-16,32000000,Tous publics,110,3,12,1996,10,42,4
A l'épreuve du feu,93112,3783,UFD,Etats-Unis,Drame,1997-08-01,46000000,Tous publics,117,8,14,1997,8,31,3
Jack,59814,3798,GBVI,Etats-Unis,Film familial,1996-11-12,45000000,Tous publics,113,3,2,1996,11,46,4
Lame de fond,44487,3818,UFD,Etats-Unis,Aventure - Action,1996-07-17,38000000,Tous publics,125,18,6,1996,7,29,3
Girl 6,25623,3836,Inconnu,Etats-Unis,Comédie,1996-05-29,12000000,Moins de 12 ans,108,9,2,1996,5,22,2
Flirter avec les embrouilles,22432,3848,Inconnu,Etats-Unis,Comédie,1996-05-06,7000000,Tous publics,92,7,8,1996,5,19,2
Les Anges gardiens,1388080,3970,GBVI,France,Comédie,1995-11-10,16200000,Tous publics,110,3,5,1995,11,45,4
Pocahontas,1008846,3971,GBVI,Etats-Unis,Animation,1995-11-22,55000000,Tous publics,82,8,11,1995,11,47,4
Seven,1062919,3972,Metropolitan,Etats-Unis,Thriller,1996-01-31,30000000,Moins de 12 ans,130,8,12,1996,1,5,1
Gazon maudit,601128,3974,AMLF,France,Comédie,1995-08-02,7000000,Tous publics,105,3,1,1995,8,31,3
Goldeneye,1105770,3975,UIP,Grande-Bretagne,Aventure - Action,1995-12-20,60000000,Tous publics,130,8,12,1995,12,51,4
Une journée en enfer,919184,3976,GBVI,Etats-Unis,Aventure - Action,1995-02-08,90000000,Tous publics,128,5,17,1995,2,6,1
Toy Story,496820,3977,GBVI,Etats-Unis,Animation 3D,1996-03-27,30000000,Tous publics,81,5,23,1996,3,13,1
Le Hussard sur le toit,620486,3978,AMLF,France,Aventure - Action,1995-09-20,26800000,Tous publics,135,2,8,1995,9,38,3
L'Armée des 12 singes,680118,3980,UFD,Etats-Unis,Science Fiction,1996-02-28,29000000,Tous publics,130,4,12,1996,2,9,1
Casper,395424,3981,UIP,Etats-Unis,Film familial,1995-04-10,55000000,Tous publics,100,4,3,1995,4,15,2
Waterworld,887866,3982,UIP,Etats-Unis,Science Fiction,1995-10-25,175000000,Tous publics,136,2,9,1995,10,43,4
Apollo 13,628414,3983,UIP,Etats-Unis,Aventure - Action,1995-08-11,62000000,Tous publics,140,15,5,1995,8,32,3
Jumanji,461307,3985,Columbia,Etats-Unis,Film familial,1996-02-14,65000000,Tous publics,100,4,6,1996,2,7,1
Batman Forever,559225,3986,Warner Bros.,Etats-Unis,Comicbook,1995-07-19,100000000,Tous publics,122,10,14,1995,7,29,3
Casino,558477,3987,UIP,Etats-Unis,Drame,1996-03-13,52000000,Moins de 12 ans,178,10,24,1996,3,11,1
Bad Boys,339543,3988,Columbia,Etats-Unis,Aventure - Action,1995-05-07,20500000,Tous publics,119,12,16,1995,5,18,2
Lancelot,464781,3989,Columbia,Etats-Unis,Aventure - Action,1995-08-16,75000000,Tous publics,132,1,4,1995,8,33,3
Sur la route de Madison,222900,3993,Warner Bros.,Etats-Unis,Drame,1995-06-09,22000000,Tous publics,135,21,7,1995,6,23,2
Heat,482236,3994,Warner Bros.,Etats-Unis,Aventure - Action,1996-02-21,60000000,Tous publics,170,5,24,1996,2,8,1
Alerte,364040,3995,Warner Bros.,Etats-Unis,Aventure - Action,1995-12-04,50000000,Tous publics,128,4,14,1995,12,49,4
Usual suspects,132068,3997,Pan-Européenne,Etats-Unis,Thriller,1995-07-19,6000000,Tous publics,108,9,2,1995,7,29,3
Braveheart,355642,3999,UFD,Etats-Unis,Aventure - Action,1995-04-10,72000000,Tous publics,165,5,11,1995,4,15,2
Judge Dredd,580763,4000,UFD,Etats-Unis,Comicbook,1995-08-23,90000000,Moins de 12 ans,95,8,2,1995,8,34,3
Petits meurtres entre amis,142310,4001,Pan-Européenne,Grande-Bretagne,Comédie,1995-04-19,2500000,Moins de 12 ans,95,9,16,1995,4,16,2
Smoke,111727,4002,Pyramide,Etats-Unis,Drame,1995-12-13,7000000,Tous publics,110,1,7,1995,12,50,4
Maudite Aphrodite,300657,4003,GBVI,Etats-Unis,Comédie,1996-02-14,15000000,Tous publics,94,13,2,1996,2,7,1
Les Misérables du XXème siècle,243164,4005,Bac Films,France,Drame,1995-03-22,15100000,Tous publics,175,1,2,1995,3,12,1
Mortal Kombat,434879,4007,Metropolitan,Etats-Unis,Aventure - Action,1995-10-25,53000000,Tous publics,100,8,1,1995,10,43,4
Raison et sentiments,175391,4008,Columbia,Etats-Unis,Drame,1996-02-28,16500000,Tous publics,135,9,12,1996,2,9,1
L'Appât,199953,4011,Bac Films,France,Adaptation Livre,1995-08-03,5300000,Moins de 12 ans,115,3,3,1995,8,31,3
Mort ou vif,388852,4014,Columbia,Etats-Unis,Western,1995-06-21,32000000,Tous publics,108,12,5,1995,6,25,2
Copycat,180401,4015,Warner Bros.,Etats-Unis,Thriller,1996-03-04,20000000,Moins de 12 ans,124,3,4,1996,3,10,1
USS Alabama,268231,4020,GBVI,Etats-Unis,Aventure - Action,1995-06-09,53000000,Tous publics,115,10,5,1995,6,23,2
Don Juan DeMarco,92364,4022,Ciby Distribution,Etats-Unis,Comédie,1995-06-14,25000000,Tous publics,100,1,19,1995,6,24,2
Piège à grande vitesse,243164,4023,Warner Bros.,Etats-Unis,Aventure - Action,1995-09-20,45000000,Moins de 12 ans,99,2,5,1995,9,38,3
French Kiss,204462,4028,Pan-Européenne,Etats-Unis,Romance,1995-08-30,46000000,Tous publics,111,2,3,1995,8,35,3
Assassins,232590,4030,Warner Bros.,Etats-Unis,Thriller,1995-01-11,50000000,Tous publics,135,5,12,1995,1,2,1
Rangoon,96222,4031,UFD,Etats-Unis,Drame,1995-05-19,23000000,Tous publics,100,3,6,1995,5,20,2
Desperado,170237,4041,Warner Bros.,Etats-Unis,Aventure - Action,1995-09-27,7000000,Moins de 12 ans,107,12,12,1995,9,39,3
Rob Roy,142781,4042,UIP,Etats-Unis,Drame,1995-07-06,28000000,Tous publics,137,3,13,1995,7,27,3
Money Train,195841,4043,Columbia,Etats-Unis,Braquage,1996-01-17,68000000,PG,103,2,5,1996,1,3,1
Neuf mois aussi,183330,4046,UFD,Etats-Unis,Comédie,1995-11-22,24500000,Tous publics,108,8,12,1995,11,47,4
Get Shorty,148007,4049,UIP,Etats-Unis,Comédie,1996-03-27,31000000,Tous publics,105,7,13,1996,3,13,1
Un Vampire à Brooklyn,122675,4051,UIP,Etats-Unis,Fantasy,1996-05-22,14000000,Moins de 12 ans,102,7,7,1996,5,21,2
Mort subite,175545,4052,UIP,Etats-Unis,Aventure - Action,1996-04-17,30000000,Moins de 12 ans,110,2,5,1996,4,16,2
Sabrina,129704,4057,UIP,Etats-Unis,Comédie,1996-07-02,58000000,Tous publics,128,4,15,1996,7,27,3
L'Amour à tout prix,88722,4060,GBVI,Etats-Unis,Romance,1995-08-16,17000000,Tous publics,103,9,13,1995,8,33,3
La Dernière marche,72073,4064,Polygram,Etats-Unis,Drame,1996-03-27,11000000,Tous publics,122,7,4,1996,3,13,1
L'Ile aux pirates,112750,4065,AMLF,Etats-Unis,Aventure - Action,1996-02-14,92000000,Tous publics,123,5,4,1996,2,7,1
Jade,133305,4066,UIP,Etats-Unis,Thriller,1995-11-29,50000000,Moins de 12 ans,97,4,2,1995,11,48,4
Amour et mensonges,113116,4068,Warner Bros.,Etats-Unis,Romance,1995-11-29,22000000,Tous publics,106,10,7,1995,11,48,4
Le Président et Miss Wade,101310,4069,UIP,Etats-Unis,Comédie,1995-12-13,39000000,Tous publics,115,5,11,1995,12,50,4
Prête à tout,92739,4073,AFMD,Etats-Unis,Thriller,1995-06-12,20000000,Tous publics,107,5,4,1995,6,24,2
L'Antre de la folie,75586,4076,Metropolitan,Etats-Unis,Horreur,1995-08-02,8000000,Moins de 12 ans,95,3,1,1995,8,31,3
Programmé pour tuer,62349,4099,UIP,Etats-Unis,Science Fiction,1996-03-01,30000000,Moins de 12 ans,107,6,11,1996,3,9,1
"Faux frères, vrais jumeaux",15151,4149,Inconnu,Etats-Unis,Comédie,1996-08-14,35000000,Tous publics,135,8,3,1996,8,33,3
Victory,468,4168,UFD,Grande-Bretagne,Aventure - Action,1998-07-22,10400000,Tous publics,99,4,3,1998,7,30,3
Le Roi lion,1312942,4246,GBVI,Etats-Unis,Animation,1994-11-23,45000000,Tous publics,89,5,3,1994,11,47,4
Un indien dans la ville,561528,4247,AMLF,France,Film familial,1994-12-14,5300000,Tous publics,90,1,1,1994,12,50,4
Quatre mariages et un enterrement,215195,4248,Pan-Européenne,Grande-Bretagne,Romance,1994-04-27,4500000,Tous publics,117,5,12,1994,4,17,2
Forrest Gump,500885,4249,UIP,Etats-Unis,Comédie,1994-05-10,55000000,Tous publics,140,10,23,1994,5,19,2
The Mask,840349,4250,AMLF,Etats-Unis,Comédie,1994-10-26,18000000,Tous publics,100,4,13,1994,10,43,4
Léon,792836,4251,GBVI,France,Aventure - Action,1994-09-14,17500000,Moins de 12 ans,103,9,5,1994,9,37,3
Pulp Fiction,474930,4252,Bac Films,Etats-Unis,Drame,1994-10-26,8000000,Moins de 12 ans,149,8,17,1994,10,43,4
Stargate,634006,4253,AMLF,Etats-Unis,Science Fiction,1995-01-02,55000000,PG,119,9,2,1995,1,1,1
Speed,711565,4254,20th Century Fox,Etats-Unis,Aventure - Action,1994-08-24,30000000,Tous publics,116,5,7,1994,8,34,3
La Cité de la peur,525758,4255,AMLF,France,Parodie,1994-09-03,6600000,Tous publics,99,3,5,1994,9,35,3
Le Flic de Beverly Hills 3,709142,4258,UIP,Etats-Unis,Comédie,1994-08-17,50000000,Tous publics,104,2,7,1994,8,33,3
True Lies,590566,4260,20th Century Fox,Etats-Unis,Aventure - Action,1994-12-10,100000000,Tous publics,144,6,11,1994,12,49,4
Entretien avec un vampire,495935,4262,Warner Bros.,Etats-Unis,Aventure - Action,1994-12-21,50000000,Moins de 12 ans,123,4,24,1994,12,51,4
Harcèlement,446488,4263,Warner Bros.,Etats-Unis,Drame,1995-08-02,41000000,Tous publics,127,5,11,1995,8,31,3
Légendes d'automne,274706,4265,Columbia,Etats-Unis,Drame,1995-05-04,20000000,Tous publics,133,8,12,1995,5,18,2
Nell,288840,4266,Pan-Européenne,Etats-Unis,Drame,1995-02-22,24500000,Tous publics,113,3,8,1995,2,8,1
Maverick,375899,4267,Warner Bros.,Etats-Unis,Western,1994-03-08,40000000,Tous publics,127,5,11,1994,3,10,1
Wolf,493160,4270,Columbia,Etats-Unis,Fantasy,1994-09-14,50500000,Tous publics,135,4,5,1994,9,37,3
Frankenstein,510869,4271,Columbia,Etats-Unis,Fantasy,1995-11-01,45000000,Moins de 12 ans,128,10,24,1995,11,44,4
Coups de feu sur Broadway,230899,4273,Bac Films,Etats-Unis,Comédie,1995-11-01,20000000,Tous publics,99,13,5,1995,11,44,4
Danger immédiat,351869,4275,UIP,Etats-Unis,Aventure - Action,1994-10-19,45000000,PG,136,6,15,1994,10,42,4
Junior,289358,4281,UIP,Etats-Unis,Comédie,1995-01-25,60000000,Tous publics,109,4,11,1995,1,4,1
La Famille Pierrafeu,165655,4286,UIP,Etats-Unis,Film familial,1994-07-20,46000000,Tous publics,91,4,5,1994,7,29,3
Ace Ventura,178126,4287,AMLF,Etats-Unis,Comédie,1995-03-29,14500000,Tous publics,90,6,13,1995,3,13,1
Dumb & Dumber,164756,4288,AMLF,Etats-Unis,Comédie,1995-06-14,20000000,Tous publics,106,11,13,1995,6,24,2
Tueurs-nés,157900,4296,Warner Bros.,Etats-Unis,Aventure - Action,1994-09-21,35000000,Moins de 16 ans,118,10,12,1994,9,38,3
Muriel,72455,4303,Ciby Distribution,Australie,Comédie,1994-10-26,3000000,Tous publics,105,4,4,1994,10,43,4
Ed Wood,126849,4334,GBVI,Etats-Unis,Comédie,1995-06-21,18000000,Tous publics,126,17,19,1995,6,25,2
Les Evadés,67058,4342,UFD,Etats-Unis,Drame,1995-01-03,25000000,Tous publics,140,2,14,1995,1,1,1
Drop Zone,83742,4344,UIP,Etats-Unis,Aventure - Action,1995-02-15,45000000,Tous publics,101,1,2,1995,2,7,1
Pour l'amour d'une femme,91578,4346,GBVI,Etats-Unis,Drame,1994-02-11,23000000,Tous publics,125,2,3,1994,2,6,1
The Shadow,78816,4381,UIP,Etats-Unis,Comicbook,1994-02-11,40000000,PG,110,6,4,1994,2,6,1
Les Visiteurs,518997,4523,GBVI,France,Comédie,1993-01-27,9500000,Tous publics,105,3,5,1993,1,4,1
Jurassic Park,2256688,4524,UIP,Etats-Unis,Aventure - Action,1993-10-20,63000000,Tous publics,127,22,14,1993,10,42,4
