title,nbre_entrees,id,distributeur,country,genre,date,budget,public,durée,Name1,Name2,year,month,week,season
Percy Jackson le voleur de foudre,479413,10581,20th Century Fox,Etats-Unis,Fantasy,2010-10-02,95000000,Tous publics,122,8,12,2010,10,39,4
Prédictions,465607,10588,SND,Etats-Unis,Science Fiction,2009-01-04,50000000,Tous publics,115,4,17,2009,1,1,1
Le Petit Nicolas,1132450,10600,Wild Bunch,France,Comédie,2009-09-30,22700000,Tous publics,86,4,3,2009,9,40,3
Coco avant Chanel,443370,10602,Warner Bros.,France,Drame,2009-04-22,19430740,Tous publics,110,6,3,2009,4,17,2
Numéro 9,213882,10604,SND,Etats-Unis,Animation 3D,2009-08-19,33000000,Tous publics,80,3,3,2009,8,34,3
Astro Boy,82811,10605,SND,Etats-Unis,Animation 3D,2009-09-12,65000000,Tous publics,94,9,8,2009,9,37,3
Planète 51,225318,10607,UGC Distribution,Espagne,Animation 3D,2010-03-02,70000000,Tous publics,91,3,10,2010,3,9,1
Sherlock Holmes,780449,10608,Warner Bros.,Etats-Unis,Aventure - Action,2010-03-02,80000000,Tous publics,134,10,12,2010,3,9,1
Le Drôle de Noël de Scrooge,499094,10611,Walt Disney Pictures,Etats-Unis,Animation 3D,2009-11-25,200000000,Tous publics,96,10,13,2009,11,48,4
G.I. Joe - Le réveil du Cobra,463111,10613,Paramount,Etats-Unis,Aventure - Action,2009-05-08,175000000,Tous publics,118,4,10,2009,5,19,2
Shutter Island,1073540,10614,Paramount,Etats-Unis,Thriller,2010-02-24,80000000,Moins de 12 ans,138,10,19,2010,2,8,1
Julie et Julia,129467,10615,Sony Pictures,Etats-Unis,Comédie,2009-09-16,40000000,Tous publics,123,6,8,2009,9,38,3
Max et les maximonstres,99567,10617,Warner Bros.,Etats-Unis,Film familial,2009-12-16,80000000,Tous publics,94,4,6,2009,12,51,4
Lucky Luke (2009),879832,10623,UGC Distribution,France,Comédie,2009-10-21,27010397,Tous publics,103,1,5,2009,10,43,4
Clones,508980,10631,Walt Disney Pictures,Etats-Unis,Science Fiction,2009-10-28,80000000,Tous publics,85,3,6,2009,10,44,4
Fantastic Mr. Fox,128167,10633,20th Century Fox,Etats-Unis,Animation 3D,2010-02-17,40000000,Tous publics,87,6,5,2010,2,7,1
Green Zone,345040,10635,Studiocanal,Etats-Unis,Thriller,2010-04-14,100000000,Tous publics,116,5,24,2010,4,15,2
L'Abominable vérité,263349,10677,Sony Pictures,Etats-Unis,Romance,2009-08-26,38000000,Tous publics,96,3,11,2009,8,35,3
Jeux de Pouvoir,303056,10678,Studiocanal,Etats-Unis,Thriller,2009-06-24,60000000,Tous publics,132,11,11,2009,6,26,2
Hanté par ses ex,80886,10693,Metropolitan,Etats-Unis,Romance,2009-06-17,37500000,Tous publics,100,4,11,2009,6,25,2
Je l'aimais,311476,10694,SND,France,Romance,2009-06-05,10300000,Tous publics,112,3,9,2009,6,23,2
Twilight - Chapitre 3 : Hésitation,2001000,10696,SND,Etats-Unis,Fantasy,2010-07-07,65000000,Tous publics,124,3,9,2010,7,27,3
Le Choc des Titans (2010),955263,10697,Warner Bros.,Etats-Unis,Péplum,2010-07-04,125000000,Tous publics,118,7,12,2010,7,26,3
Green Lantern,423226,10698,Warner Bros.,Etats-Unis,Comicbook,2011-10-08,200000000,Tous publics,105,8,11,2011,10,40,4
"I Love You, Man",5382,10719,Paramount,Etats-Unis,Comédie,2009-07-29,40000000,Tous publics,110,5,4,2009,7,31,3
L'Apprenti Sorcier,738442,10730,Walt Disney Pictures,Etats-Unis,Fantasy,2010-11-08,150000000,Tous publics,111,9,17,2010,11,45,4
The Invention of Lying,7781,10731,Universal,Etats-Unis,Comédie,2010-04-28,18500000,Tous publics,100,4,7,2010,4,17,2
Expendables : unité spéciale,773121,10733,Metropolitan,Etats-Unis,Aventure - Action,2010-08-18,80000000,Moins de 12 ans,105,8,3,2010,8,33,3
From Paris With Love,201554,10734,EuropaCorp,France,Aventure - Action,2010-02-17,42000000,Tous publics,92,3,3,2010,2,7,1
Thor,895181,10735,Paramount,Etats-Unis,Comicbook,2011-04-27,150000000,Tous publics,114,10,5,2011,4,17,2
The Amazing Spider-Man,1014724,10736,Sony Pictures,Etats-Unis,Comicbook,2012-04-07,230000000,Tous publics,136,2,4,2012,4,14,2
Transformers 3 - La Face cachée de la Lune,1315020,10737,Paramount,Etats-Unis,Science Fiction,2011-06-29,195000000,Tous publics,150,12,7,2011,6,26,2
Captain America,444480,10738,Paramount,Etats-Unis,Comicbook,2011-08-17,140000000,Tous publics,125,4,8,2011,8,33,3
Marvel's The Avengers,2041362,10739,Walt Disney Pictures,Etats-Unis,Comicbook,2012-04-25,220000000,Tous publics,142,2,12,2012,4,17,2
Salt,672870,10740,Sony Pictures,Etats-Unis,Thriller,2010-08-25,110000000,Tous publics,99,6,14,2010,8,34,3
Robin des Bois (2010),1185144,10742,Universal,Etats-Unis,Aventure - Action,2010-12-05,230000000,Tous publics,148,18,11,2010,12,48,4
Chéri,90899,10745,Pathé,Grande-Bretagne,Romance,2009-08-04,20500000,Tous publics,90,7,4,2009,8,32,3
Ma vie pour la tienne,60907,10751,Metropolitan,Etats-Unis,Drame,2009-09-09,30000000,Tous publics,106,5,13,2009,9,37,3
Bad Lieutenant : Escale à la Nouvelle-Orléans,199231,10759,Metropolitan,Etats-Unis,Thriller,2010-03-17,25000000,Tous publics,121,9,7,2010,3,11,1
Etreintes brisées,295775,10763,Pathé,Espagne,Drame,2009-05-20,18000000,Tous publics,127,5,10,2009,5,21,2
Jusqu'en enfer,209248,10780,Metropolitan,Etats-Unis,Horreur,2009-05-27,30000000,Moins de 12 ans,99,12,1,2009,5,22,2
Hôtel Woodstock,78441,10796,Universal,Etats-Unis,Comédie,2009-09-23,30000000,Tous publics,110,9,6,2009,9,39,3
Predators,325659,10802,20th Century Fox,Etats-Unis,Science Fiction,2010-07-14,40000000,Moins de 12 ans,107,2,8,2010,7,28,3
L'Armée du crime,150569,10806,Studiocanal,France,Drame,2009-09-16,9200000,Tous publics,125,1,2,2009,9,38,3
Very Bad Trip,402973,10817,Warner Bros.,Etats-Unis,Comédie,2009-06-24,35000000,Tous publics,96,7,9,2009,6,26,2
Antichrist,63719,10821,Films du Losange,Allemagne,Thriller,2009-03-06,11000000,Moins de 16 ans,104,4,5,2009,3,10,1
Lascars,222993,10823,Bac Films,France,Animation,2009-06-17,10000000,Tous publics,96,5,6,2009,6,25,2
Un Prophète,333422,10828,UGC Distribution,France,Drame,2009-08-26,12480000,Moins de 12 ans,149,5,5,2009,8,35,3
Away We Go,107127,10834,Mars Distribution,Etats-Unis,Comédie,2009-04-11,17000000,Tous publics,98,8,4,2009,4,15,2
Kung Fu Panda 2,865935,10837,Paramount,Etats-Unis,Animation 3D,2011-06-15,150000000,Tous publics,91,5,13,2011,6,24,2
Mission G,329768,10842,Walt Disney Pictures,Etats-Unis,Film familial,2009-10-14,150000000,Tous publics,90,3,10,2009,10,42,4
Les Aventures de Tintin : Le secret de la Licorne,3158313,10845,Sony Pictures,Etats-Unis,Aventure - Action,2011-10-26,135000000,Tous publics,107,22,11,2011,10,43,4
Le Caméléon,26908,10850,Gaumont,France,Thriller,2010-06-23,6800000,Tous publics,106,4,4,2010,6,25,2
Le Dernier maître de l'air,526009,10852,Paramount,Etats-Unis,Aventure - Action,2010-07-28,150000000,Tous publics,103,9,3,2010,7,30,3
L'Affaire Farewell,259383,10875,Pathé,France,Thriller,2009-09-23,17870000,Tous publics,113,6,5,2009,9,39,3
Bienvenue à Zombieland,152630,10881,Sony Pictures,Etats-Unis,Comédie,2009-11-25,24000000,Tous publics,81,5,12,2009,11,48,4
Daybreakers,117073,10882,Metropolitan,Etats-Unis,Horreur,2010-03-03,20000000,Tous publics,98,4,4,2010,3,9,1
The Informant,122564,10884,Warner Bros.,Etats-Unis,Thriller,2009-09-30,22000000,Tous publics,108,15,24,2009,9,40,3
Hors de controle,209517,10886,Metropolitan,Etats-Unis,Thriller,2010-02-17,60000000,Tous publics,108,8,11,2010,2,7,1
Coco Chanel & Igor Stravinsky,73922,10887,Wild Bunch,France,Drame,2009-12-30,12000000,Tous publics,118,4,4,2009,12,53,4
La Rafle,812932,10890,Gaumont,France,Drame,2010-10-03,19976200,Tous publics,115,1,3,2010,10,39,4
Resident Evil : Afterlife 3D,404807,10891,Metropolitan,Etats-Unis,Aventure - Action,2010-09-22,60000000,Tous publics,100,8,6,2010,9,38,3
The Green Hornet (2011),276619,10894,Sony Pictures,Etats-Unis,Aventure - Action,2011-12-01,120000000,Tous publics,108,4,7,2011,12,48,4
Le Dernier pour la route,119355,10895,Wild Bunch,France,Adaptation Livre,2009-09-23,7900000,Tous publics,107,2,2,2009,9,39,3
Blindés,67488,10896,Sony Pictures,Etats-Unis,Thriller,2010-01-13,20000000,Tous publics,88,4,8,2010,1,2,1
Nanny McPhee et le big bang,191170,10898,Studiocanal,Etats-Unis,Film familial,2010-03-31,35000000,Tous publics,109,1,12,2010,3,13,1
500 jours ensemble,82432,10912,20th Century Fox,Etats-Unis,Romance,2009-09-30,7500000,Tous publics,96,4,6,2009,9,40,3
Thérapie de couples,80771,10926,Universal,Etats-Unis,Comédie,2010-02-24,70000000,Tous publics,107,6,6,2010,2,8,1
Que justice soit faite,64020,10927,Wild Bunch,Etats-Unis,Thriller,2010-12-22,40000000,Moins de 12 ans,108,8,11,2010,12,51,4
Wall Street : l'argent ne dort jamais,292351,10928,20th Century Fox,Etats-Unis,Thriller,2010-09-29,70000000,Tous publics,127,10,7,2010,9,39,3
Kick Ass,291506,10957,Metropolitan,Etats-Unis,Comicbook,2010-04-21,30000000,Tous publics,117,6,17,2010,4,16,2
Tron l'héritage,475032,10963,Walt Disney Pictures,Etats-Unis,Science Fiction,2011-09-02,170000000,Tous publics,125,3,6,2011,9,35,3
Le Concert,390181,10967,EuropaCorp,France,Drame,2009-04-11,13200000,Tous publics,120,3,4,2009,4,15,2
A Single Man,78831,10972,Mars Distribution,Etats-Unis,Drame,2010-02-24,7000000,Tous publics,99,10,6,2010,2,8,1
Pirates des Caraïbes : la Fontaine de Jouvence,1693713,10982,Walt Disney Pictures,Etats-Unis,Aventure - Action,2011-05-18,250000000,Tous publics,137,6,19,2011,5,20,2
L'Assistant du vampire,30437,10983,Universal,Etats-Unis,Horreur,2009-02-12,40000000,Tous publics,108,3,6,2009,2,7,1
Où sont passés les Morgan ?,244156,10984,Sony Pictures,Etats-Unis,Romance,2010-01-20,58000000,Tous publics,103,2,1,2010,1,3,1
Mademoiselle Chambon,165891,10987,Rezo Films,France,Comédie dramatique,2009-10-14,3700000,Tous publics,101,2,5,2009,10,42,4
Amelia,1242,10990,20th Century Fox,Etats-Unis,Drame,2010-04-14,40000000,Tous publics,120,4,2,2010,4,15,2
Takers,66734,10994,Sony Pictures,Etats-Unis,Aventure - Action,2010-11-24,32000000,Tous publics,107,4,7,2010,11,47,4
In The Air,339337,10995,Paramount,Etats-Unis,Comédie,2010-01-27,30000000,Tous publics,109,6,19,2010,1,4,1
Les Chèvres du Pentagone,165394,10997,Sony Pictures,Etats-Unis,Comédie,2010-10-03,25000000,Tous publics,90,9,19,2010,10,39,4
Nine,214280,10999,SND,Etats-Unis,Musical,2010-03-03,80000000,Tous publics,110,6,12,2010,3,9,1
Inception,1305534,11001,Warner Bros.,Etats-Unis,Science Fiction,2010-07-21,160000000,Tous publics,148,10,19,2010,7,29,3
Bliss,65552,11004,Metropolitan,Etats-Unis,Comédie,2010-06-01,15000000,Tous publics,111,2,6,2010,6,22,2
"New York, I Love You",39797,11019,Metropolitan,Etats-Unis,Court-métrage,2010-04-14,14700000,Tous publics,100,12,1,2010,4,15,2
Le Chasseur de primes,149251,11020,Sony Pictures,Etats-Unis,Comédie,2010-04-14,40000000,Tous publics,106,4,8,2010,4,15,2
Une éducation,58393,11029,Metropolitan,Etats-Unis,Drame,2010-02-24,7500000,Tous publics,95,1,6,2010,2,8,1
Invictus,866723,11037,Warner Bros.,Etats-Unis,Drame,2010-01-13,60000000,Tous publics,134,21,24,2010,1,2,1
Dragons 3D,674114,11040,Paramount,Etats-Unis,Animation 3D,2010-03-31,165000000,Tous publics,93,5,7,2010,3,13,1
Cars 2,1047200,11041,Walt Disney Pictures,Etats-Unis,Animation 3D,2011-07-27,200000000,Tous publics,113,5,12,2011,7,30,3
L'Agence tous risques,469720,11042,20th Century Fox,Etats-Unis,Aventure - Action,2010-06-16,110000000,Tous publics,117,3,9,2010,6,24,2
Valentine's Day,635278,11043,Warner Bros.,Etats-Unis,Romance,2010-02-17,52000000,Tous publics,117,6,8,2010,2,7,1
Pas si simple,266194,11052,Universal,Etats-Unis,Romance,2009-12-23,70000000,Tous publics,120,5,8,2009,12,52,4
Brothers,151186,11057,Wild Bunch,Etats-Unis,Drame,2010-03-02,26000000,Tous publics,110,3,12,2010,3,9,1
Mesures exceptionnelles,52376,11059,Sony Pictures,Etats-Unis,Drame,2010-03-17,31000000,Tous publics,106,5,7,2010,3,11,1
Le Plan B,196238,11060,Sony Pictures,Etats-Unis,Romance,2010-05-19,35000000,Tous publics,106,7,4,2010,5,20,2
Le Livre d'Eli,272763,11063,Metropolitan,Etats-Unis,Aventure - Action,2010-01-20,80000000,Tous publics,118,3,14,2010,1,3,1
Kung Fu Nanny,45537,11065,Metropolitan,Etats-Unis,Aventure - Action,2010-07-07,140000000,Tous publics,92,4,5,2010,7,27,3
The Dinner,852,11068,Paramount,Etats-Unis,Comédie,2010-10-11,69000000,Tous publics,110,9,10,2010,10,41,4
Les Aventures extraordinaires d'Adèle Blanc-Sec,642629,11073,EuropaCorp,France,Aventure - Action,2010-04-14,31940000,Tous publics,107,9,5,2010,4,15,2
Crazy Heart,21450,11074,20th Century Fox,Etats-Unis,Drame,2010-03-03,7000000,Tous publics,111,9,3,2010,3,9,1
L'Elite de Brooklyn,192641,11075,Metropolitan,Etats-Unis,Thriller,2010-05-05,17000000,Moins de 12 ans,140,11,1,2010,5,18,2
Le Dernier des Templiers,368501,11076,Metropolitan,Etats-Unis,Aventure - Action,2011-12-01,40000000,Tous publics,113,4,17,2011,12,48,4
Les Runaways,46727,11098,Metropolitan,Etats-Unis,Drame,2010-09-15,10000000,Tous publics,109,4,9,2010,9,37,3
"Mange, prie, aime",288645,11101,Sony Pictures,Etats-Unis,Drame,2010-09-22,60000000,Tous publics,133,3,8,2010,9,38,3
Mr. Nobody,81237,11102,Pathé,France,Science Fiction,2010-01-13,33029545,Tous publics,137,2,6,2010,1,2,1
Paul,301620,11107,Universal,Grande-Bretagne,Comédie,2011-02-03,40000000,Tous publics,102,6,7,2011,2,5,1
Crazy night,254856,11112,20th Century Fox,Etats-Unis,Comédie,2010-12-05,55000000,Tous publics,88,10,10,2010,12,48,4
Sex and the City 2,584359,11113,Warner Bros.,Etats-Unis,Comédie,2010-02-06,100000000,Tous publics,120,5,10,2010,2,5,1
Be Bad !,63189,11124,Bac Films,Etats-Unis,Comédie,2010-01-09,18000000,Tous publics,90,4,3,2010,1,1,1
"Moi, moche et méchant",620662,11127,Universal,Etats-Unis,Animation 3D,2010-06-10,69000000,Tous publics,95,5,10,2010,6,23,2
Chloe,64037,11128,Studiocanal,Etats-Unis,Drame,2010-10-03,11000000,Tous publics,99,3,13,2010,10,39,4
Star Trek Into Darkness,433073,11132,Paramount,Etats-Unis,Science Fiction,2013-12-06,185000000,Tous publics,123,6,6,2013,12,49,4
Top Cops,111144,11136,Warner Bros.,Etats-Unis,Comédie,2010-06-23,30000000,Tous publics,110,2,17,2010,6,25,2
Mon beau-père et nous,471220,11139,Paramount,Etats-Unis,Comédie,2010-12-22,100000000,Tous publics,98,3,24,2010,12,51,4
"Tolstoï, le dernier automne",5515,11140,Kinovista,Etats-Unis,Drame,2010-08-12,18000000,Tous publics,112,1,5,2010,8,32,3
Cher John,78863,11142,Metropolitan,Etats-Unis,Romance,2010-03-31,25000000,Tous publics,105,10,10,2010,3,13,1
The Ghost Writer,323969,11143,Pathé,France,Thriller,2010-03-03,29616354,Tous publics,128,4,12,2010,3,9,1
The Social Network,484432,11149,Sony Pictures,Etats-Unis,Comédie dramatique,2010-10-13,50000000,Tous publics,120,8,6,2010,10,41,4
L'Agence,294496,11156,Universal,Etats-Unis,Science Fiction,2011-03-23,65000000,Tous publics,99,6,24,2011,3,12,1
Repo Men,12880,11165,Universal,Etats-Unis,Science Fiction,2010-07-14,32000000,Moins de 12 ans,111,1,6,2010,7,28,3
Last Night,187573,11174,Gaumont,Etats-Unis,Drame,2011-02-16,10000000,Tous publics,93,4,6,2011,2,7,1
Remember Me,219694,11176,SND,Etats-Unis,Romance,2010-07-04,16000000,Tous publics,128,3,12,2010,7,26,3
Fast & Furious 5,1179765,11208,Universal,Etats-Unis,Aventure - Action,2011-04-05,125000000,Tous publics,130,5,14,2011,4,14,2
American Trip,18218,11222,Universal,Etats-Unis,Comédie,2010-01-09,40000000,Tous publics,109,4,4,2010,1,1,1
Copains pour toujours,106408,11223,Sony Pictures,Etats-Unis,Comédie,2010-08-09,80000000,Tous publics,95,8,8,2010,8,32,3
Kiss & Kill,289852,11246,Metropolitan,Etats-Unis,Comédie,2010-06-23,75000000,Tous publics,100,3,5,2010,6,25,2
Mother & Child,46080,11247,Haut et Court,Etats-Unis,Comédie dramatique,2010-11-17,7000000,Tous publics,125,4,7,2010,11,46,4
Very bad cops,319447,11248,Sony Pictures,Etats-Unis,Comédie,2010-10-27,100000000,Tous publics,107,6,22,2010,10,43,4
Marmaduke,83696,11250,20th Century Fox,Etats-Unis,Film familial,2010-08-18,50000000,Tous publics,87,1,12,2010,8,33,3
Comme chiens et chats - La Revanche de Kitty Galore,178908,11253,Warner Bros.,Etats-Unis,Film familial,2010-04-08,85000000,Tous publics,82,2,2,2010,4,14,2
Scott Pilgrim,16811,11255,Universal,Etats-Unis,Comédie,2010-01-12,60000000,Tous publics,113,4,8,2010,1,2,1
Les Voyages de Gulliver,303203,11261,20th Century Fox,Etats-Unis,Film familial,2011-02-23,112000000,Tous publics,85,5,9,2011,2,8,1
True Grit,605267,11262,Paramount,Etats-Unis,Western,2011-02-23,38000000,Tous publics,110,10,6,2011,2,8,1
Faster,31302,11265,Sony Pictures,Etats-Unis,Aventure - Action,2011-02-03,24000000,Moins de 12 ans,98,10,4,2011,2,5,1
Imogène McCarthery,250700,11268,UGC Distribution,France,Comédie,2010-05-05,16610000,Tous publics,82,1,5,2010,5,18,2
Date limite,418659,11274,Warner Bros.,Etats-Unis,Comédie,2010-10-11,65000000,Tous publics,95,7,12,2010,10,41,4
Very Bad Trip 2,802166,11275,Warner Bros.,Etats-Unis,Comédie,2011-05-25,80000000,Tous publics,102,7,9,2011,5,21,2
Mission: Impossible - Protocole fantôme,827046,11276,Paramount,Etats-Unis,Aventure - Action,2011-12-14,145000000,Tous publics,133,4,24,2011,12,50,4
Scream 4,533026,11277,SND,Etats-Unis,Horreur,2011-04-13,40000000,Moins de 12 ans,111,7,6,2011,4,15,2
After Life,232,11304,EuroTV,Etats-Unis,Horreur,2012-07-18,4500000,Moins de 12 ans,104,2,7,2012,7,29,3
Une famille très moderne,98680,11308,Metropolitan,Etats-Unis,Romance,2010-08-25,19000000,Tous publics,100,4,4,2010,8,34,3
The Tree of Life,52956,11325,EuropaCorp,Grande-Bretagne,Drame,2011-05-17,32000000,Tous publics,138,3,5,2011,5,20,2
Cowboys & envahisseurs,453467,11347,Paramount,Etats-Unis,Science Fiction,2011-08-24,163000000,Tous publics,117,7,15,2011,8,34,3
The Killer Inside Me,62584,11351,Mars Distribution,Etats-Unis,Thriller,2010-11-08,13000000,Moins de 12 ans,109,3,5,2010,11,45,4
Machete,100994,11362,Sony Pictures,Etats-Unis,Aventure - Action,2010-01-12,10000000,Moins de 12 ans,105,12,5,2010,1,2,1
Le Secret de Charlie,69614,11363,Universal,Etats-Unis,Drame,2010-10-11,44000000,Tous publics,90,3,3,2010,10,41,4
Madagascar 3 Bons Baisers D’Europe,1087767,11365,Paramount,Etats-Unis,Animation 3D,2012-06-06,145000000,Tous publics,94,3,5,2012,6,23,2
Battleship,567346,11366,Universal,Etats-Unis,Aventure - Action,2012-11-04,209000000,Tous publics,130,9,13,2012,11,44,4
X-Men Le commencement,937704,11375,20th Century Fox,Etats-Unis,Comicbook,2011-01-06,160000000,Tous publics,130,6,10,2011,1,1,1
Cheval de guerre,320448,11376,Walt Disney Pictures,Etats-Unis,Guerre,2012-02-22,66000000,Tous publics,146,22,5,2012,2,8,1
Twilight - Chapitre 4 : révélation,2018771,11378,SND,Etats-Unis,Fantasy,2011-11-16,127000000,Tous publics,117,7,8,2011,11,46,4
L'Âge de glace: La dérive des continents,1767490,11379,20th Century Fox,Etats-Unis,Animation 3D,2012-06-27,95000000,Tous publics,94,5,6,2012,6,26,2
Super 8,734715,11381,Paramount,Etats-Unis,Science Fiction,2011-03-08,50000000,Tous publics,112,6,8,2011,3,10,1
Morning Glory,121428,11382,Paramount,Etats-Unis,Comédie,2011-06-04,40000000,Tous publics,102,5,6,2011,6,22,2
Men in Black 3,802879,11384,Sony Pictures,Etats-Unis,Science Fiction,2012-05-23,225000000,Tous publics,106,7,16,2012,5,21,2
"Tout va bien, The Kids Are All Right",42492,11392,UGC Distribution,Etats-Unis,Comédie dramatique,2010-06-10,4000000,Tous publics,106,4,6,2010,6,23,2
Happy New Year,232819,11396,Warner Bros.,Etats-Unis,Romance,2011-12-21,56000000,Tous publics,117,6,24,2011,12,51,4
Voyage au centre de la Terre 2,433785,11398,Warner Bros.,Etats-Unis,Aventure - Action,2012-02-15,79000000,Tous publics,94,10,7,2012,2,7,1
Twelve,97393,11400,Gaumont,Etats-Unis,Thriller,2010-08-09,5000000,Tous publics,98,10,4,2010,8,32,3
Des hommes et des Dieux,467950,11408,Mars Distribution,France,Drame,2010-08-09,3994174,Tous publics,120,3,5,2010,8,32,3
L'Homme qui voulait vivre sa vie,454568,11412,EuropaCorp,France,Thriller,2010-03-11,9825916,Tous publics,115,1,5,2010,3,10,1
Megamind 3D,375221,11413,Paramount,Etats-Unis,Animation 3D,2010-12-15,130000000,Tous publics,96,6,2,2010,12,50,4
Vous allez rencontrer un bel et sombre inconnu,337498,11440,Warner Bros.,Etats-Unis,Comédie,2010-06-10,13400000,Tous publics,98,13,7,2010,6,23,2
Au-delà,776428,11441,Warner Bros.,Etats-Unis,Thriller,2011-01-19,50000000,Tous publics,129,21,24,2011,1,3,1
Unstoppable (2010),349758,11442,20th Century Fox,Etats-Unis,Thriller,2010-10-11,100000000,Tous publics,100,10,6,2010,10,41,4
Les Trois prochains jours,107543,11443,Metropolitan,Etats-Unis,Thriller,2010-08-12,30000000,Tous publics,122,3,13,2010,8,32,3
Love & autres drogues,277687,11444,20th Century Fox,Etats-Unis,Comédie dramatique,2010-12-29,30000000,Tous publics,112,8,12,2010,12,52,4
Rango,519450,11445,Paramount,Etats-Unis,Animation 3D,2011-03-23,135000000,Tous publics,107,9,19,2011,3,12,1
Rio,600878,11446,20th Century Fox,Etats-Unis,Animation 3D,2011-04-13,90000000,Tous publics,96,5,5,2011,4,15,2
Alpha & Omega - 3D,157415,11456,Metropolitan,Etats-Unis,Animation 3D,2010-10-20,20000000,Tous publics,88,4,7,2010,10,42,4
The Town,320144,11457,Warner Bros.,Etats-Unis,Thriller,2010-09-15,37000000,Tous publics,123,11,11,2010,9,37,3
Le Voyage extraordinaire de Samy,453251,11459,Studiocanal,Belgique,Animation 3D,2010-11-08,38000000,Tous publics,85,7,3,2010,11,45,4
Red,389852,11470,SND,Etats-Unis,Thriller,2010-11-17,58000000,Tous publics,111,7,5,2010,11,46,4
Happy Feet 2,168873,11480,Warner Bros.,Etats-Unis,Animation 3D,2011-07-12,130000000,Tous publics,105,4,7,2011,7,28,3
Laisse-moi entrer,64832,11481,Metropolitan,Etats-Unis,Horreur,2010-06-10,20000000,Moins de 12 ans,115,4,6,2010,6,23,2
Elle s'appelait Sarah,255461,11482,UGC Distribution,France,Drame,2010-10-13,7878817,Tous publics,111,3,4,2010,10,41,4
Twilight - Chapitre 5 : Révélation 2e partie,2409923,11485,SND,Etats-Unis,Fantasy,2012-11-14,120000000,Tous publics,116,7,8,2012,11,46,4
Monstres Academy,587446,11486,Walt Disney Pictures,Etats-Unis,Animation 3D,2013-10-07,200000000,Tous publics,104,4,4,2013,10,41,4
Never Let Me Go,37774,11489,20th Century Fox,Etats-Unis,Drame,2011-02-03,15000000,Tous publics,103,2,7,2011,2,5,1
Bébé mode d'emploi,146971,11494,Warner Bros.,Etats-Unis,Comédie,2010-08-12,38000000,Tous publics,112,3,4,2010,8,32,3
Fighter,137534,11495,Metropolitan,Etats-Unis,Drame,2011-09-03,20000000,Tous publics,114,7,14,2011,9,35,3
L'Affaire Rachel Singer,88044,11496,UIP,Etats-Unis,Thriller,2011-06-15,20000000,Tous publics,110,6,5,2011,6,24,2
The Tourist,316258,11501,Studiocanal,Etats-Unis,Thriller,2010-12-15,100000000,Tous publics,103,9,14,2010,12,50,4
Black Swan,714315,11622,20th Century Fox,Etats-Unis,Thriller,2011-09-02,13000000,Tous publics,103,5,2,2011,9,35,3
Somewhere,233005,11623,Pathé,Etats-Unis,Comédie dramatique,2011-05-01,7000000,Tous publics,98,6,8,2011,5,17,2
Potiche,875112,11624,Mars Distribution,France,Comédie,2010-10-11,11216287,Tous publics,100,10,12,2010,10,41,4
Yogi l'ours,76886,11631,Warner Bros.,Etats-Unis,Film familial,2011-09-02,80000000,Tous publics,82,1,4,2011,9,35,3
Les Trois Mousquetaires (2011),220403,11651,UGC Distribution,Etats-Unis,Aventure - Action,2011-12-10,58477176,Tous publics,110,8,2,2011,12,49,4
Howl,2347,11657,Mica Films,Etats-Unis,Drame,2012-02-15,2000000,Tous publics,84,6,8,2012,2,7,1
Real Steel,438587,11659,Walt Disney Pictures,Etats-Unis,Science Fiction,2011-10-19,80000000,Tous publics,127,10,11,2011,10,42,4
The Company Men,89737,11664,Gaumont,Etats-Unis,Drame,2011-03-30,15000000,Tous publics,109,11,9,2011,3,13,1
127 heures,205262,11668,Pathé,Etats-Unis,Aventure - Action,2011-02-23,18000000,Tous publics,94,9,8,2011,2,8,1
Stone,71550,11677,Metropolitan,Etats-Unis,Thriller,2011-11-05,22000000,Tous publics,105,11,6,2011,11,44,4
Conviction,4426,11678,20th Century Fox,Etats-Unis,Drame,2011-03-16,12500000,Tous publics,107,2,2,2011,3,11,1
Fair Game (2010),117377,11680,UGC Distribution,Etats-Unis,Thriller,2010-03-11,22000000,Tous publics,106,6,3,2010,3,10,1
Millenium Les hommes qui n’aimaient pas les femmes,477509,11693,Sony Pictures,Etats-Unis,Thriller,2012-01-18,90000000,Moins de 12 ans,160,8,11,2012,1,3,1
Comment savoir ?,75105,11695,Sony Pictures,Etats-Unis,Romance,2011-01-26,120000000,Tous publics,116,2,12,2011,1,4,1
Iron Man 3,2064740,11705,Walt Disney Pictures,Etats-Unis,Comicbook,2013-04-24,200000000,Tous publics,130,3,12,2013,4,17,2
A bout portant (2010),302664,11712,Gaumont,France,Thriller,2010-01-12,8979512,Tous publics,85,3,3,2010,1,2,1
Jason Bourne : l'héritage,485799,11719,Universal,Etats-Unis,Aventure - Action,2012-09-19,125000000,Tous publics,101,3,7,2012,9,38,3
21 Jump Street,144955,11720,Sony Pictures,Etats-Unis,Comédie,2012-06-06,42000000,Tous publics,109,5,7,2012,6,23,2
Il n'est jamais trop tard,237700,11722,SND,Etats-Unis,Comédie dramatique,2011-06-07,30000000,Tous publics,99,3,8,2011,6,23,2
B.A.T. (Bon à Tirer),186354,11726,Warner Bros.,Etats-Unis,Comédie,2011-04-27,36000000,Tous publics,105,11,12,2011,4,17,2
